OBSERVATION_ID,SPECIES,YEAR,TOWN,ALTITUDE,UTM1X1,UTM10X10
5245635,Sphagnum teres,1996,,,,31TDH00
5245634,Sphagnum teres,1996,,,,31TCH12
5245633,Sphagnum teres,1996,,,,30TYN23
5245632,Sphagnum teres,1972,,,,31TCH61
5245631,Sphagnum teres,1962,,,,31TCH31
5245630,Sphagnum teres,1962,,,,31TDH00
5245629,Sphagnum teres,1993,,1650,,31TCH12
5245628,Sphagnum teres,1968,,,,31TCH62
5245627,Sphagnum teres,1968,,,,31TCH51
5245626,Sphagnum teres,1968,,,,31TCH51
5245625,Sphagnum teres,1996,,,,31TDH22
5245624,Sphagnum teres,1996,,,,31TDH21
5245623,Sphagnum teres,1996,,,,31TDH11
5245622,Sphagnum teres,1996,,,,31TCH62
5245621,Sphagnum teres,1996,,,,31TCH62
5245620,Sphagnum teres,1996,,,,31TCH62
5245619,Sphagnum teres,1996,,,,31TCH62
5245618,Sphagnum teres,1996,,,,31TCH62
5245617,Sphagnum teres,1996,,,,31TCH52
5245616,Sphagnum teres,1996,,,,31TCH32
5245615,Sphagnum teres,1996,,,,31TCH32
5245614,Sphagnum teres,1996,,,,31TCH31
5245613,Sphagnum teres,1996,,,,31TCH22
5245612,Sphagnum teres,1996,,,,31TCH22
5245611,Sphagnum teres,1996,,,,31TCH21
5245610,Sphagnum teres,1996,,,,31TBH82
5245609,Sphagnum teres,1996,,,,30TYN14
5244254,Sphagnum contortum,2010,,1820,,31TCH32
5244253,Sphagnum contortum,2006,,1510,,31TDH22
5244251,Sphagnum contortum,1883,,,,30TYN34
5244250,Sphagnum contortum,1985,,1860,,31TCH32
5244249,Sphagnum contortum,1976,,1350,,31TDH12
5244248,Sphagnum contortum,1885,,,,30TYN34
5244247,Sphagnum contortum,1998,,1870,,31TCH32
5244246,Sphagnum contortum,1998,,,,31TCH22
5244244,Sphagnum contortum,1992,,1600,,31TCH22
5244243,Sphagnum contortum,1996,,,,31TCH32
5244242,Sphagnum contortum,1984,,1860,,31TCH32
5244241,Sphagnum contortum,2004,,,,31TCH22
5244240,Sphagnum contortum,1877,,,,30TYN37
5245811,Sphagnum warnstorfii,2010,,1500,,31TCH41
5245807,Sphagnum warnstorfii,1995,,,,31TCH21
5245764,Sphagnum warnstorfii,1962,,,,31TDH31
1408160,Sphagnum contortum,,,1390,,31TCH64
1065477,Sphagnum teres,,,,,31TCH02
5245843,Sphagnum warnstorfii,2012,,,,31TCH21
5245842,Sphagnum warnstorfii,2012,,,,31TCH21
5245820,Sphagnum warnstorfii,2004,,,,31TCH02
5245750,Sphagnum teres,1986,,,,31TCH62
5245748,Sphagnum teres,1986,,,,31TCH62
5245707,Sphagnum teres,1964,,,,31TDH21
5245706,Sphagnum teres,1976,,1725,,31TDH22
5245679,Sphagnum teres,1994,,1591,,30TYN24
5245678,Sphagnum teres,1994,,1480,,30TYN24
5245676,Sphagnum teres,1986,,,,31TCH32
5245675,Sphagnum teres,2004,,2180,,31TBH64
5245673,Sphagnum teres,1996,,2020,,31TDH11
5245672,Sphagnum teres,1977,,,,31TCH62
5245652,Sphagnum teres,1990,,,,31TBH64
5245651,Sphagnum teres,1964,,,,31TDH22
5245650,Sphagnum teres,1964,,2400,,31TDH12
5245649,Sphagnum teres,1962,,,,31TDH31
5244256,Sphagnum contortum,2010,,1820,,31TCH32
5244255,Sphagnum contortum,2010,,1820,,31TCH32
5245829,Sphagnum warnstorfii,1992,,,,30TYN04
5245828,Sphagnum warnstorfii,1992,,,,30TYN04
5245699,Sphagnum teres,1962,,,,30TYN04
5245700,Sphagnum teres,1962,,,,30TYN04
5245703,Sphagnum teres,1992,,,,30TYN14
5245830,Sphagnum warnstorfii,1992,,,,30TYN14
5245701,Sphagnum teres,1962,,,,30TYN14
5245805,Sphagnum warnstorfii,1887,,,,31TDH21
5245732,Sphagnum teres,2001,,1930,,30TYN14
5245728,Sphagnum teres,1996,,,,31TBH82
5245727,Sphagnum teres,1996,,,,31TBH82
5245726,Sphagnum teres,2001,,1800,,30TYN23
5245725,Sphagnum teres,1996,,,,30TYN23
5245724,Sphagnum teres,1996,,,,30TYN23
5245723,Sphagnum teres,1996,,,,30TYN24
5245722,Sphagnum teres,1986,,,,30TYN23
8723759,Sphagnum teres,1988,Bolquère,1975,31TDH1910,31TDH11
8723760,Sphagnum teres,1988,La Llagonne,1641,31TDH2607,31TDH20
8748351,Sphagnum teres,,Eyne,2287,31TDG2897,31TDG29
8852507,Sphagnum teres,2016,Mosset,2145,31TDH3423,31TDH32
8852766,Sphagnum teres,2014,Porté-Puymorens,1915,31TDH0610,31TDH01
8852768,Sphagnum warnstorfii,2014,Porté-Puymorens,1915,31TDH0610,31TDH01
8852953,Sphagnum teres,2011,Eyne,2283,31TDG2897,31TDG29
8888441,Sphagnum teres,,Mantet,1986,31TDH4000,31TDH40
8888474,Sphagnum teres,,Py,2126,31TDH4900,31TDH40
8888508,Sphagnum teres,,Mantet,2215,31TDG4398,31TDG49
8888551,Sphagnum teres,,Py,2259,31TDG4599,31TDG49
8888570,Sphagnum teres,,Py,2247,31TDG4499,31TDG49
8888585,Sphagnum teres,,Py,2231,31TDH4400,31TDH40
8888605,Sphagnum teres,,Py,2224,31TDH4400,31TDH40
8889163,Sphagnum teres,,Prats-de-Mollo-la-Preste,1753,31TDG4998,31TDG49
8889271,Sphagnum teres,,Prats-de-Mollo-la-Preste,2041,31TDG5099,31TDG59
8892264,Sphagnum teres,,Prats-de-Mollo-la-Preste,1932,31TDG4697,31TDG49
8893449,Sphagnum teres,,Py,2264,31TDG4599,31TDG49
8894292,Sphagnum teres,,Eyne,2297,31TDG2897,31TDG29
8894338,Sphagnum teres,,Py,2215,31TDG4598,31TDG49
8894564,Sphagnum teres,,Mantet,2352,31TDG4498,31TDG49
8894610,Sphagnum teres,,Mantet,2352,31TDG4498,31TDG49
8894622,Sphagnum teres,,Mantet,2158,31TDG4398,31TDG49
8894637,Sphagnum teres,,Py,2257,31TDG4599,31TDG49
8894653,Sphagnum teres,,Py,2254,31TDG4599,31TDG49
8894663,Sphagnum teres,,Nohèdes,2027,31TDH3521,31TDH32
8895068,Sphagnum teres,,Mantet,2209,31TDG4398,31TDG49
8895081,Sphagnum teres,,Mantet,2209,31TDG4398,31TDG49
8895196,Sphagnum teres,,Mantet,2164,31TDG4398,31TDG49
8895475,Sphagnum teres,,Nohèdes,1987,31TDH3621,31TDH32
8895511,Sphagnum teres,,Py,2201,31TDG4598,31TDG49
8895525,Sphagnum teres,,Py,2122,31TDH4800,31TDH40
8895552,Sphagnum teres,,Py,1993,31TDH4700,31TDH40
8895564,Sphagnum teres,,Py,1977,31TDH4700,31TDH40
8895615,Sphagnum teres,,Nohèdes,1907,31TDH3621,31TDH32
8895629,Sphagnum teres,,Nohèdes,1906,31TDH3621,31TDH32
8895640,Sphagnum teres,,Nohèdes,1989,31TDH3621,31TDH32
8895649,Sphagnum teres,,Nohèdes,2002,31TDH3521,31TDH32
8895655,Sphagnum teres,,Nohèdes,1990,31TDH3621,31TDH32
8895671,Sphagnum teres,,Nohèdes,2028,31TDH3521,31TDH32
8895680,Sphagnum teres,,Nohèdes,2030,31TDH3521,31TDH32
8895733,Sphagnum teres,,Mantet,2219,31TDG4398,31TDG49
8895749,Sphagnum teres,,Py,2133,31TDG4599,31TDG49
8895771,Sphagnum teres,,Py,2095,31TDG4598,31TDG49
8895805,Sphagnum teres,,Py,2206,31TDG4598,31TDG49
8895847,Sphagnum teres,,Mantet,2229,31TDG4398,31TDG49
8895866,Sphagnum teres,,Py,2145,31TDG4598,31TDG49
8895902,Sphagnum teres,,Py,2210,31TDH4500,31TDH40
8895919,Sphagnum teres,,Py,2195,31TDH4500,31TDH40
8895933,Sphagnum teres,,Py,2260,31TDG4599,31TDG49
8895937,Sphagnum teres,,Py,2166,31TDG4598,31TDG49
8895956,Sphagnum teres,,Nohèdes,2138,31TDH3421,31TDH32
8895965,Sphagnum teres,,Py,2107,31TDH4800,31TDH40
8896010,Sphagnum teres,,Prats-de-Mollo-la-Preste,1991,31TDG4697,31TDG49
9058386,Sphagnum teres,2015,Porté-Puymorens,1915,31TDH0610,31TDH01
9058388,Sphagnum warnstorfii,2015,Porté-Puymorens,1915,31TDH0610,31TDH01
8649807,Sphagnum teres,1883,Mont-Louis,,,
8649659,Sphagnum teres,1878,Bolquère,1655,31TDH2507,31TDH20
8656597,Sphagnum contortum,,Counozouls,2050,31TDH3524,31TDH32
8656704,Sphagnum teres,,Counozouls,1940,31TDH3525,31TDH32
8656913,Sphagnum teres,,Counozouls,1958,31TDH3625,31TDH32
8723758,Sphagnum teres,1988,Eyne,2300,31TDG2897,31TDG29
2716414,Sphagnum teres,1976,Mijanès,2000,,31TDH12
2716413,Sphagnum teres,1976,Mijanès,1500,,31TDH12
2716412,Sphagnum teres,1976,Pla,1600,,31TDH22
2716355,Sphagnum contortum,1885,Cauterets,,,30TYN34
2716354,Sphagnum contortum,1883,Lourdes,,,30TYN37
2716353,Sphagnum contortum,1877,Lourdes,,,30TYN37
2716352,Sphagnum contortum,1976,Mijanès,1300,,31TDH12
2716351,Sphagnum contortum,2006,Pla,1510,,31TDH22
2706946,Sphagnum teres,2003,Gèdre,,,31TBH53
2706895,Sphagnum teres,2003,Gèdre,,,31TBH53
2706865,Sphagnum teres,2003,Gèdre,,,31TBH53
2706852,Sphagnum teres,2003,Gèdre,2100,,31TBH53
2704340,Sphagnum teres,2006,Auzat,1690,,31TCH72
2704199,Sphagnum teres,1994,Arrens-Marsous,,,30TYN25
2703051,Sphagnum teres,1938,Porté-Puymorens,,,31TDH01
2703050,Sphagnum teres,1938,Mérens-les-Vals,,,31TDH02
2703049,Sphagnum teres,1938,Ax-les-Thermes,,,31TDH02
2703048,Sphagnum teres,1938,Orlu,,,31TDH12
2703047,Sphagnum teres,1938,Orlu,,,31TDH12
2699511,Sphagnum teres,1878,Mont-Louis,,,31TDH20
2698675,Sphagnum teres,1962,Laruns,,,30TYN15
2698674,Sphagnum teres,1962,Laruns,,,30TYN15
2698672,Sphagnum teres,1962,Laruns,,,30TYN15
2697051,Sphagnum teres,1998,Laruns,1845,,30TYN15
2697046,Sphagnum teres,1998,Laruns,,,30TYN15
2697044,Sphagnum warnstorfii,1998,Laruns,1440,,30TYN15
2697036,Sphagnum warnstorfii,1998,Laruns,1850,,30TYN15
2697035,Sphagnum warnstorfii,1998,Laruns,1850,,30TYN15
2697033,Sphagnum teres,1998,Laruns,1850,,30TYN15
2697032,Sphagnum warnstorfii,1998,Laruns,,,30TYN15
2697031,Sphagnum warnstorfii,1998,Laruns,,,30TYN15
2697030,Sphagnum warnstorfii,1998,Laruns,,,30TYN15
2697028,Sphagnum warnstorfii,1998,Laruns,,,30TYN15
2697019,Sphagnum teres,1998,Laruns,,,30TYN15
2697018,Sphagnum teres,1998,Laruns,,,30TYN15
2697017,Sphagnum contortum,1998,Laruns,1150,,30TYN15
2710788,Sphagnum teres,,Mijanès,1425,31TDH22  ,31TDH22
2710786,Sphagnum contortum,,Mijanès,1425,31TDH22  ,31TDH22
2710778,Sphagnum teres,,Mijanès,1425,31TDH22  ,31TDH22
2710740,Sphagnum teres,,Mijanès,1480,31TDH23  ,31TDH23
2710664,Sphagnum teres,,Pla,1549,31TDH22  ,31TDH22
2689764,Sphagnum teres,1992,Loudenvielle,1700,,31TBH93
2689721,Sphagnum teres,1990,Vielle-Aure,,,31TBH64
2689700,Sphagnum warnstorfii,1992,Laruns,,,30TYN15
2710629,Sphagnum teres,,Pla,1511,31TDH22  ,31TDH22
2710596,Sphagnum teres,,Pla,1511,31TDH22  ,31TDH22
2710582,Sphagnum teres,,Pla,1497,31TDH22  ,31TDH22
2710522,Sphagnum teres,,Arrens-Marsous,1664,30TYN24  ,30TYN24
2710501,Sphagnum teres,,Arrens-Marsous,1794,30TYN24  ,30TYN24
2710475,Sphagnum teres,,Arrens-Marsous,1963,30TYN24  ,30TYN24
2710464,Sphagnum teres,,Arrens-Marsous,2038,30TYN24  ,30TYN24
2709232,Sphagnum teres,,Aragnouet,2183,31TBH64  ,31TBH64
2709230,Sphagnum teres,,Vielle-Aure,,,31TBH64
2709169,Sphagnum teres,,Vielle-Aure,2116,31TBH64  ,31TBH64
2709101,Sphagnum teres,,Barèges,2154,31TBH65  ,31TBH65
2706407,Sphagnum teres,,Suc-et-Sentenac,1350,31TCH74  ,31TCH74
2706377,Sphagnum teres,,Ustou,1825,31TCH63  ,31TCH63
2706298,Sphagnum teres,,Port,1308,31TCH64  ,31TCH64
2706289,Sphagnum contortum,,Port,1308,31TCH64  ,31TCH64
2706146,Sphagnum contortum,,Ancizan,1170,31TBH75  ,31TBH75
2706145,Sphagnum teres,,Ancizan,1170,31TBH75  ,31TBH75
2706144,Sphagnum teres,,Ancizan,1170,31TBH75  ,31TBH75
2705069,Sphagnum teres,,Bagnères-de-Bigorre,1338,31TBH66  ,31TBH66
2705054,Sphagnum teres,,Bagnères-de-Bigorre,1335,31TBH66  ,31TBH66
2705042,Sphagnum teres,,Bagnères-de-Bigorre,1334,31TBH66  ,31TBH66
2705025,Sphagnum teres,,Bagnères-de-Bigorre,1334,31TBH66  ,31TBH66
2699398,Sphagnum teres,,Saint-Lary-Soulan,2270,31TBH83  ,31TBH83
2692518,Sphagnum teres,,Ustou,2377,31TCH63  ,31TCH63
2692476,Sphagnum teres,,Barèges,,31TBH64  ,31TBH64
2692452,Sphagnum teres,,Orlu,1990,31TDH12  ,31TDH12
2692368,Sphagnum teres,,Herran,1383,31TCH25  ,31TCH25
2692165,Sphagnum teres,,Cauterets,,30TYN34  ,30TYN34
2692025,Sphagnum teres,,Estaing,,30TYN24  ,30TYN24
2691813,Sphagnum teres,,Arrens-Marsous,,30TYN25  ,30TYN25
2691313,Sphagnum teres,,Cauterets,1794,30TYN34  ,30TYN34
2691282,Sphagnum teres,,Vielle-Aure,,31TBH74  ,31TBH74
2691268,Sphagnum teres,,Arrens-Marsous,1569,30TYN24  ,30TYN24
2691262,Sphagnum teres,,Arrens-Marsous,,30TYN25  ,30TYN25
2691236,Sphagnum teres,,Saint-Lary-Soulan,2144,31TBH64  ,31TBH64
2691213,Sphagnum teres,,Hospitalet-près-l'Andorre,,31TCH91  ,31TCH91
2691206,Sphagnum teres,,Hospitalet-près-l'Andorre,,31TCH91  ,31TCH91
2691200,Sphagnum teres,,Hospitalet-près-l'Andorre,,31TCH91  ,31TCH91
2691193,Sphagnum teres,,Hospitalet-près-l'Andorre,,31TCH91  ,31TCH91
2691186,Sphagnum teres,,Artigues,,31TDH22  ,31TDH22
2691180,Sphagnum teres,,Quérigut,,31TDH22  ,31TDH22
2691177,Sphagnum teres,,Quérigut,,31TDH22  ,31TDH22
2691175,Sphagnum teres,,Pla,,31TDH22  ,31TDH22
2691170,Sphagnum teres,,Mijanès,,31TDH13  ,31TDH13
2703043,Sphagnum warnstorfii,1938,Porté-Puymorens,,,31TDH01
2691164,Sphagnum teres,,Mijanès,,31TDH13  ,31TDH13
2692475,Sphagnum teres,2004,Aragnouet,2180,31TBH64  ,31TBH64
2689526,Sphagnum teres,1883,Mont-Louis,1600,,31TDH20
2689527,Sphagnum teres,1883,Cauterets,,,30TYN34
2689696,Sphagnum warnstorfii,1992,Porté-Puymorens,,,31TDH01
2689697,Sphagnum warnstorfii,1992,Porté-Puymorens,,,31TDH01
2689698,Sphagnum warnstorfii,1992,Laruns,,,30TYN15
2689699,Sphagnum warnstorfii,1992,Laruns,,,30TYN15
2689777,Sphagnum teres,1956,Mijanès,,,31TDH12
2689962,Sphagnum teres,2001,Vielle-Aure,1970,,31TBH64
2691159,Sphagnum teres,,Montferrier,,31TDH04  ,31TDH04
2689518,Sphagnum contortum,1883,Cauterets,,,30TYN34
2691154,Sphagnum teres,,Montferrier,,31TDH04  ,31TDH04
2691149,Sphagnum teres,,Montferrier,,31TDH04  ,31TDH04
2691137,Sphagnum teres,,Melles,,31TCH24  ,31TCH24
2691122,Sphagnum teres,,Barèges,,31TBH65  ,31TBH65
2691117,Sphagnum teres,,Aragnouet,,31TBH64  ,31TBH64
2691101,Sphagnum teres,,Saurat,,31TCH74  ,31TCH74
2691094,Sphagnum teres,,Hospitalet-près-l'Andorre,,31TCH91  ,31TCH91
2691089,Sphagnum teres,,Hospitalet-près-l'Andorre,,31TCH91  ,31TCH91
2689519,Sphagnum contortum,1883,Lourdes,,,30TYN37
2692325,Sphagnum teres,,Auzat,,,31TCH73
2691083,Sphagnum teres,,Hospitalet-près-l'Andorre,,31TDH01  ,31TDH01
2691078,Sphagnum teres,,Pla,,31TDH22  ,31TDH22
2691066,Sphagnum teres,,Mijanès,,31TDH12  ,31TDH12
2691055,Sphagnum teres,,Ascou,,31TDH13  ,31TDH13
2691052,Sphagnum teres,,Montferrier,,31TDH04  ,31TDH04
2704206,Sphagnum teres,1994,Arrens-Marsous,,,30TYN25
2698673,Sphagnum teres,1962,Laruns,,,30TYN15
2697506,Sphagnum teres,1989,Antras,,,31TCH24
2697029,Sphagnum warnstorfii,1998,Laruns,,,30TYN15
2691040,Sphagnum teres,,Albiès,,31TCH93  ,31TCH93
2701135,Sphagnum teres,1941,Lecumberry,,,30TXN57
2691031,Sphagnum teres,,Lassur,,31TCH93  ,31TCH93
2691022,Sphagnum teres,,Lassur,,31TCH93  ,31TCH93
2691011,Sphagnum teres,,Suc-et-Sentenac,,31TCH74  ,31TCH74
2691000,Sphagnum teres,,Suc-et-Sentenac,,31TCH74  ,31TCH74
2690995,Sphagnum contortum,,Suc-et-Sentenac,,31TCH74  ,31TCH74
2690993,Sphagnum teres,,Port,,31TCH64  ,31TCH64
2690987,Sphagnum contortum,,Port,,31TCH64  ,31TCH64
2690984,Sphagnum teres,,Port,,31TCH64  ,31TCH64
2690981,Sphagnum contortum,,Port,,31TCH64  ,31TCH64
2690980,Sphagnum teres,,Aulus-les-Bains,,31TCH63  ,31TCH63
2690974,Sphagnum teres,,Aulus-les-Bains,,31TCH63  ,31TCH63
2690966,Sphagnum teres,,Bosc,,31TCH75  ,31TCH75
2690892,Sphagnum teres,,Prayols,,31TCH85  ,31TCH85
2690872,Sphagnum teres,,Melles,,31TCH24  ,31TCH24
2690797,Sphagnum teres,,Mijanès,1470,31TDH23  ,31TDH23
2695234,Sphagnum teres,2001,Vielle-Aure,2230,,31TBH64
2692312,Sphagnum teres,,Suc-et-Sentenac,,31TCH74  ,31TCH74
2694958,Sphagnum teres,2001,Vielle-Aure,2200,,31TBH64
2717152,Sphagnum teres,,Vielle-Aure,,,31TBH64
2717151,Sphagnum teres,,Vielle-Aure,,,31TBH64
2711132,Sphagnum teres,,Gèdre,2100,,31TBH53
2711033,Sphagnum teres,,Ascou,2000,,31TDH13
2711032,Sphagnum teres,,Ascou,2000,,31TDH13
2711031,Sphagnum teres,,Ascou,2000,,31TDH13
2711027,Sphagnum contortum,,Ascou,2000,,31TDH13
2710854,Sphagnum teres,,Mijanès,1413,31TDH22  ,31TDH22
2710842,Sphagnum teres,,Mijanès,1405,31TDH22  ,31TDH22
2710818,Sphagnum contortum,,Mijanès,1435,31TDH22  ,31TDH22
2710817,Sphagnum teres,,Mijanès,1435,31TDH22  ,31TDH22
